nomoffre;type;typehabitation;adresse1;adresse1suite;adresse2;adresse3;codepostal;commune;cedex;codeinseecommune;latitude;longitude;acces;commmob;commtel;commfax;commmail;commweb;videosurl;plateformeurl;spvideosembed;tripadwidget;animauxacceptes;animauxinfo;labeltourismehandicap;spaccessibilite;spaccueilveloitineraire;equipements;confortimmobilier;confortmobilier;labels;labelsclassement;categorie;capacitenbchambres;capacitenbchambresmobreduite;capacitenbhebergements;capacitenbpersonnes;capacitesurface;services;languesparleesaccueil;ouverturealannee;ouverturegranule;resadirecte;resaenligneouinon;resaenligne;resaagence;tarifs;modepaiement;localisation;departement
Domaine des Moizons - Gite Le Cerisier;Meublés;Appartement;;;11 rue des Moizons;;49400;VILLEBERNIER;;49374;47.260595;-0.009234;;;07 71 04 43 62;;;https://www.domainedesmoizons.fr/;;||https://www.facebook.com/profile.php?id=61558705921623;;;oui;Sur demande préalable auprès des propriétaires.;;non;;WiFi;"Parking;Terrain clos";Equipement bébé,Micro ondes,Lave vaisselle;Clévacances;3 clés (Clévacances);3 étoiles;1;;;4;;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Français;oui;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;||https://www.domainedesmoizons.fr/reservation-en-ligne.html||||||;;||75,00||||Réservation possible pour 1 seule nuit, selon disponibilité. A partir de,||405,00||480,00||;"Cartes bancaires;Espèces;Virement";47.260595,-0.009234;Maine-et-Loire
Chambre d'hôtes Le Vieux Chai;Chambres d'hôtes;;;;11 rue des Vignerons;;49400;SOUZAY-CHAMPIGNY;;49341;47.212514;-0.022393;;;07 82 57 11 50;;;;;||https://www.instagram.com/le_vieux_chai/;;;non;;;non;;Local Vélo,Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos";;Chambre d'hôtes référence;;;1;;;2;27;Fourniture de draps (gratuit);"Anglais;Français";non;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;||||||Tarif pour 2 personnes, petit déjeuner inclus. Taxe de séjour 0.80€/pers. incluse.;"Chèques bancaires et postaux;Espèces;Virement";47.212514,-0.022393;Maine-et-Loire
Gîte Le Rembûché;Meublés;Maison;;;11 rue du Château;;72110;SAINT-AIGNAN;;72265;48.212132;0.341592;;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-saint-aignan-le-rembuche-h72g012636;;;;;non;;;non;;WiFi;Terrasse / Balcon;Cheminée,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;Gîtes de France;3 épis (Gîtes de France);1 étoile;5;;;10;165;Fourniture de draps (gratuit);"Anglais;Français";oui;||||Ouvert toute l'année.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f113140_fr-.aspx||||||;;Nuitée (meublé)||640,00||700,00||,Semaine (meublé)||850,00||950,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.212132,0.341592;Sarthe
Chambres d'hôtes Villa Suzana;Chambres d'hôtes;Maison;;;11, route du petit minclou;La basse vieille morte;72210;LA SUZE-SUR-SARTHE;;72346;47.857223;0.0452405;;06 80 50 63 63;02 43 21 84 05;;;https://villa-suzana.hubside.fr/;;;;;non;;;non;;Parc/jardin,WiFi;"Jardin indépendant;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";;;;Non classé;3;0;1;8;25;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Tables d'hôtes;Français;oui;01/01/2024||21/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;"Chèques bancaires et postaux;Espèces;Virement";47.857223,0.0452405;Sarthe
Les Gites La Ferme du Bellay;Village locatif;;;;113 route de Coulon;;49260;MONTREUIL-BELLAY;;49215;47.110618;-0.144168;;;02 41 52 46 45;;;https://www.lafermedubellay.fr/;;||https://maps.google.com/?cid=17344770428263547233,||https://www.facebook.com/gitesrurauxlafermedubellay/,||https://www.instagram.com/giteslafermedubellay/;;;;;;non;;Climatisation,Local Vélo,Parc/jardin,WiFi;"Local vélo;Parking;Terrain clos";Cheminée,Equipement bébé,Micro ondes,Lave linge,Sèche linge;;;3 étoiles;3;;;7;;Location de draps,Location de linge,Location/prêt de vélo,Option nettoyage,Nettoyage (gratuit);Français;;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.110618,-0.144168;Maine-et-Loire
GITE L'OASIS;Meublés;Maison;;;12 Rue du Bourg Saint-Martin;;44270;MACHECOUL-SAINT-MEME;;44087;46.99067;-1.80547;;07 89 66 66 86;;;;;;;;;;;;non;;;"Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;En cours de classement;1;;1;4;;;;oui;;;;;;Nuitée (meublé)||||||70€ (basse saison) ,Nuitée (meublé)||||||85€ (haute saison de début juin à mi-septembre);;46.99067,-1.80547;Loire-Atlantique
GÎTE DUPREZ;Meublés;Maison;;;12 Rue du Bourg Saint-Martin;;44270;MACHECOUL-SAINT-MEME;;44087;46.99067;-1.80547;;07 89 66 66 86;;;;;;;;;;;;non;;WiFi;"Entrée indépendante;Parking;Plain Pied;Sanitaires privés";;;;Non classé;1;;1;4;60;;;oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;DUPREZ||07 89 66 66 86||p.duprez@wanadoo.fr;;;;;;46.99067,-1.80547;Loire-Atlantique
Gite Le Du Bellay – EntreNous;Meublés;Appartement;;;12 rue Joachim du Bellay;;49400;SAUMUR;;49328;47.255883;-0.067792;;;06 86 55 51 91;;;https://gite-entrenous.com/;;||https://www.facebook.com/GiteEntreNous;;;;;;non;;Espace bien-être;Toilettes séparées;Micro ondes;;;2 étoiles;1;;;2;40;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Français;oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;||https://gite-entrenous.com/le-du-bellay/||||||;;Nuitée (meublé)||||||Petits-déjeuners inclus dans le prix. Tarif selon jour de location, en semaine ou un week-end/veille de jour férié.;;47.255883,-0.067792;Maine-et-Loire
Chambre d'hôtes le Champ des Oiseaux;Chambres d'hôtes;Maison;;;12 square Edouard Manet;;49070;BEAUCOUZE;;49020;47.47773;-0.627252;;06 15 68 47 06;;;;;;;;;;;;non;;Parc/jardin,WiFi;"Parking;Terrasse / Balcon";Equipement bébé;Gîtes de France;3 épis (Gîtes de France);;1;;;2;;;Français;;01/01/2023||31/12/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,12/01/2025||21/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||80,00||||,||85,00||||;"Chèques bancaires et postaux;Espèces";47.47773,-0.627252;Maine-et-Loire
Belle de Dune;Chambres d'hôtes;Maison;;;13 avenue de Chambord;;44500;LA BAULE-ESCOUBLAC;;44055;47.285;-2.37932;;06 07 11 81 08;;;;;;;;;;;;;;Espace bien-être,WiFi;"Parking;Plain Pied;Sanitaires privés;Terrasse / Balcon";;;;;1;;;;;Location/prêt de vélo;"Allemand;Anglais";;;;;;;;"Chèques bancaires et postaux;Espèces;Virement";47.285,-2.37932;Loire-Atlantique
Le gîte de Sandrine;Meublés;Maison;;;13 Rue Couchot;;72200;LA FLECHE;;72154;47.7022677;-0.0719707;;07 82 36 93 71;;;;;;;;;non;;;non;;;"Entrée indépendante;Jardin indépendant;Local vélo;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;;4;0;1;8;180;Fourniture de draps (gratuit),Option nettoyage;"Anglais;Français";oui;;;oui;Airbnb||https://www.airbnb.fr/rooms/1060247203264571098?guests=8&check_out=2024-04-07&check_in=2024-04-05&adults=8&viralityEntryPoint=1&s=76&source_impression_id=p3_1711806115_bbdB6asXwnNbv0Xb||||||;;"Nuitée (meublé)||||||200€ par nuit pour 8 personnes ;(forfait ménage en supplément)";;47.7022677,-0.0719707;Sarthe
Chambre d'hôtes Madeleine et Cie;Chambres d'hôtes;;;;135 rue de la Madeleine;;49000;ANGERS;;49007;47.46046;-0.53742;;06 64 39 41 18;;;;http://www.angerschambresdhotes.com;;;;;;;;non;EV6-La Loire à Vélo,La Vallée du Loir à vélo,Vélo Francette - Halage Mayenne,Vélo Francette - Loire à Vélo;Local Vélo,WiFi;"Entrée indépendante;Local vélo;Parking";Equipement bébé;Accueil Vélo,Chambre d'hôtes référence,La Loire à vélo;;Non classé;2;;;7;;;"Anglais;Français";;02/01/2023||29/12/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;||85,00||||;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.46046,-0.53742;Maine-et-Loire
L'Atelier;Meublés;;;;14 Grande Route de la Trinité;;44190;CLISSON;;44043;47.08871;-1.2779;;;;;;;;;;;;;;non;;;;;;;2 étoiles;;;;;;;;;;;;;;;;47.08871,-1.2779;Loire-Atlantique
GITE THE PEACEFUL COUNTRYSIDE CORNER;Meublés;Maison;;;14 Route de Gardamont;Mazé;49630;MAZE-MILON;;49194;47.47267;-0.27762;;06 25 30 29 79;02 41 50 62 37;;;;;;;;;;;non;;Parc/jardin;"Entrée indépendante;Jardin indépendant;Sanitaires privés";Cheminée,Equipement bébé,Lave vaisselle;;;;4;;2;35;;;Français;oui;01/01/2024||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.47267,-0.27762;Maine-et-Loire
La Suite 14;Chambres d'hôtes;Maison;;;14 Rue de la Filature;;49300;CHOLET;;49099;47.06317;-0.87864;;06 61 98 49 14;;;;http://www.suite14.fr;;;;;;;;non;;WiFi;Terrasse / Balcon;Equipement bébé;;;;1;;;5;;;"Allemand;Anglais;Français";;;;;;;1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||88,00||102,00||,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||88,00||102,00||;;47.06317,-0.87864;Maine-et-Loire
Meublé Le Bourgneuf;Meublés;Maison;;;14 Rue du Bourgneuf;;72130;FRESNAY-SUR-SARTHE;;72138;48.2839793;0.01928916;;06 15 53 13 46;;;;;;;;;oui;Sur demande;;non;;Parc/jardin,WiFi;"Entrée indépendante;Local vélo;Sanitaires privés;Terrain clos;Terrasse / Balcon";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;3 étoiles;2;;1;6;;Location de draps,Location de linge,Location/prêt de vélo,Option nettoyage;"Anglais;Français";oui;;Monsieur Meunier Bruno||06 15 53 13 46||bruno.meunier72@orange.fr;;;;Week-end (meublé)||170,00||||,Semaine (meublé)||420,00||||;"Cartes bancaires;Chèques bancaires et postaux;Espèces";48.2839793,0.01928916;Sarthe
Location de vacances - Maison 6 personnes - La petite cabonnaise;Meublés;Maison;;;Quimiac;;44420;MESQUER;;44097;47.398613;-2.460854;;;;;;;;;;;non;;;;;;"Jardin indépendant;Parking;Terrain clos;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;3 étoiles;3;;;4;78;Location de draps,Location de linge;Anglais;;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;"Espèces;Virement";47.398613,-2.460854;Loire-Atlantique
PRIMOSE;Meublés;;Bouix;;;;44460;AVESSAC;;44007;47.653187;-1.990525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.653187,-1.990525;Loire-Atlantique
LA GRANGE VUE SUR LA VILAINE;Meublés;;Paimbu;;;;44290;MASSERAC;;44092;47.672198;-1.914728;;;;;;;;;;;;;;;;;;;;;;4;;;8;;;;;;;;;;;;47.672198,-1.914728;Loire-Atlantique
CHAMBRES D'HOTES LE MOULIN D'HYS;Chambres d'hôtes;Maison;;;Les Hys;;;LA CROPTE;;53087;47.957553;-0.492998;Gare SNCF||Laval||28,Gare SNCF||Sablé-sur-Sarthe||21,Autoroute||A11 sortie 10||33,Autoroute||A81 sortie 2||15;06 87 94 02 74;;;;www.http://moulin-dhys.weebly.com;http://youtu.be/UzSnYbo8j7Q;Facebook||http://www.facebook.com/pages/Moulin-dHys/325147531812,Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g1930580-d625457-Reviews-Moulin_d_Hys-La_Cropte_Mayenne_Pays_de_la_Loire.html;"<iframe width=""420"" height=""315"" src=""http://www.youtube.com/embed/UzSnYbo8j7Q"" frameborder=""0"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;oui;Avec supplément si une seule nuit et gratuit si plus d'une nuit;;non;;Parc/jardin,WiFi;"Entrée indépendante;Parking;Sanitaires privés";Micro ondes;;;Non classé;4;;4;8;;Fourniture de draps (gratuit),Nettoyage (gratuit),Tables d'hôtes;"Anglais;Français";oui;;Madame FREYSSENGE||06 87 94 02 74||hys@free.fr;;;;Table d'hôtes||25,00||25,00||Sur réservation, boissons comprises.,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||75,00||75,00||,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||80,00||80,00||,Taxe de séjour / nuit / pers||2,00||2,00||;"Chèques bancaires et postaux;Espèces;Virement";47.957553,-0.492998;Mayenne
Le Logis de Kelly (6 - 8 personnes);Meublés;Maison;;;145 Rue du Patronage;TREMONT;49310;LYS-HAUT-LAYON;;49373;47.15682;-0.44768;;06 62 26 97 55;;;;https://anjou-loire-vacances.fr/;;;;;;;;non;;Piscine;"Terrasse / Balcon;Toilettes séparées";Micro ondes,Lave linge,Lave vaisselle;;;Non classé;3;;;8;;Location de draps,Location de linge;;;;;;;;Nuitée (meublé)||125,00||135,00||,Forfait ménage||70,00||||;;47.15682,-0.44768;Maine-et-Loire
Chaloupe;Meublés;;;;15 Allée des Vosges;;44250;SAINT-BREVIN-LES-PINS;;44154;47.231918;-2.167905;;;02 51 72 95 65;;;https://www.gites-de-france-loire-atlantique.com/fr/location/locations-gites-saint-brevin-les-pins-kerdemer-h44g019356;;;;;non;;;non;;WiFi;"Jardin indépendant;Terrain clos;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;;2;;;4;47;Location de draps,Location de linge;;;;;oui;Gîtes de France||https://www.gites-de-france-loire-atlantique.com/fr/location/locations-gites-saint-brevin-les-pins-kerdemer-h44g019356||||02 51 72 95 65||info@gites-de-france-44.fr;;Nuitée (meublé)||66,00||105,00||,Semaine (meublé)||340,00||725,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.231918,-2.167905;Loire-Atlantique
Location de vacances - Maison 5 personnes - Mme Tremblay;Meublés;Appartement,Maison;;;15 allée du Hameau de Port-au-Loup;;44420;PIRIAC-SUR-MER;;44125;47.38327;-2.53004;;;06 79 02 34 41;;;;;;;;oui;;;;;;"Jardin indépendant;Local vélo;Parking;Plain Pied;Terrain clos;Terrasse / Balcon";Micro ondes,Lave linge,Lave vaisselle;;;2 étoiles;2;;;3;80;Fourniture de draps (gratuit);Anglais;;30/03/2024||16/11/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,29/03/2025||16/11/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Semaine (meublé)||500,00||950,00||;"Chèques bancaires et postaux;Espèces";47.38327,-2.53004;Loire-Atlantique
GÎTE AU CALME DE LA POTERIE;Meublés;;;;15 bis Rue de la Poterie;;44110;CHATEAUBRIANT;;44036;47.7237442;-1.3803218;;06 89 62 69 37;;;;;;;;;;;;non;;;;;;;;1;;1;4;;;;;;;;;;Nuitée (meublé)||||||55 € pour 3 pers. / supplément de 10€ pour 4 pers,Semaine (meublé)||||||nous consulter;;47.7237442,-1.3803218;Loire-Atlantique
CHEZ NICOLE;Chambres d'hôtes;Maison;;;15 bis Rue de Moulins;;72290;BALLON-SAINT MARS;;72023;48.17462;0.24622;;06 17 42 64 14;;;;;;;;;;;;non;;Parc/jardin;"Parking;Sanitaires privés";Equipement bébé;;;;3;;;6;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Tables d'hôtes;;oui;;;;;;;;48.17462,0.24622;Sarthe
GÎTE LE MOULIN DE BRIAUDIN;Meublés;Maison;;;15 Route de la Grande Métairie;;72360;MAYET;;72191;47.725868;0.272063;;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-mayet-le-moulin-de-briaudin-h72g024673;;;;;oui;;;non;;Espace bien-être,Piscine,WiFi;"Jardin indépendant;Parking;Terrasse / Balcon";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;;5;;;12;192;Fourniture de draps (gratuit);;oui;;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.725868,0.272063;Sarthe
Gîte Vintage Immersive Art;Meublés;;;;15 rue du Salvert - Appartement D;;49160;LONGUE-JUMELLES;;49180;47.380328;-0.110174;;;07 44 98 49 67;;;https://metalms.my.canva.site/gitesatypiquessaumur?fbclid=IwZXh0bgNhZW0CMTAAAR14K4hc4pf26Yomp0wUvbDnKqgk162b7TxgxI3Qy8_9zrjxGew6p18DYhA_aem_rAlgUHDC67M12-E1su6wGA;;||https://www.facebook.com/profile.php?id=61558463124009;;;non;;;;;WiFi;Parking;Micro ondes,Lave linge;;;3 étoiles;1;;;4;;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Français;;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.380328,-0.110174;Maine-et-Loire
Gite Chez Juliette;Meublés;Maison;;;15 rue Morains;Dampierre-sur-Loire;49400;SAUMUR;;49328;47.240106;-0.023187;;;06 62 00 20 99;;;;;;;;;;;;;Parc/jardin;Jardin indépendant;Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;3 étoiles;2;;;6;75;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;||160,00||||Logement entier pour 4 pers. (120 € + 40 € forfait préparation et linge). A partir de,||670,00||||Tarif pour 7 nuits pour 4 pers. A partir de,||1,20||1,20||par adulte et par nuit;"Chèques bancaires et postaux;Espèces";47.240106,-0.023187;Maine-et-Loire
MEUBLÉ APPARTEMENT MAYENNE;Meublés;Appartement;;;16 Impasse Léo Ferré;;53100;MAYENNE;;53147;48.30489;-0.63824;;06 77 90 93 77;;;;;;;;;;;;non;;WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrasse / Balcon";Micro ondes;;;Non classé;1;0;1;3;44;Fourniture de draps (gratuit),Fourniture de linge (gratuit);;non;07/09/2023||07/01/2024||ouvert du lundi au vendredi||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Booking||https://www.booking.com/hotel/fr/appartement-mayenne.html||||||;;;;48.30489,-0.63824;Mayenne
Chambre d'hôtes familiale Chez Régine;Chambres d'hôtes;Maison;;;165 chemin de la Drouardière;;72510;PONTVALLAIN;;72243;47.7409333;0.1856952;;06 25 54 50 37;;;;;;;;;oui;;;non;;Espace bien-être,WiFi;"Garage;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Equipement bébé,Micro ondes;;;;3;1;1;6;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);Français;oui;;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||||||15€ par personne supplémentaire;"Espèces;Virement";47.7409333,0.1856952;Sarthe
A l'Ombre des pins;Chambres d'hôtes;;;;17 avenue Raoul Foy;;44500;LA BAULE-ESCOUBLAC;;44055;47.27959;-2.36242;;;06 19 26 13 85;;;http://www.labaule-chambresdhotes.fr;;;;;non;;;non;;Espace bien-être,WiFi;"Sanitaires privés;Terrasse / Balcon";;;;;4;;;9;;Location/prêt de vélo,Tables d'hôtes;Anglais;;01/02/2025||15/10/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||110,00||170,00||,Taxe de séjour / nuit / pers||0,88||0,88||,Table d'hôtes||45,00||45,00||;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.27959,-2.36242;Loire-Atlantique
Chambre d'hôtes Laurentine Proust;Chambres d'hôtes;;;;17 Rue Laurentine Proust;Château du Loir;72500;MONTVAL-SUR-LOIR;;72071;47.6869253;0.4196193;;06 79 94 29 42;;;;;;;;;;;;non;;;;;;;;;;;;;;;oui;;;;;;;;47.6869253,0.4196193;Sarthe
Gite Lamoureux Le Jalu;Meublés;;;;176 rue de Bellevue;;49400;SAUMUR;;49328;47.26569;-0.065316;;;06 75 57 70 70;;;;;;;;;;;;;;Parking;Micro ondes;;;Non classé;;;;2;;;Français;;01/06/2024||30/09/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.26569,-0.065316;Maine-et-Loire
GITE DU CHATELET - CHATEAU DE VILLENEUVE;Meublés;;;;19 rue Boreau;;49540;TERRANJOU;;49086;47.222638;-0.4549213;;;02 41 59 67 32;;;;;;;;;;;non;;;;;;;Non classé;;;;;;;;;;;;;;;;47.222638,-0.4549213;Maine-et-Loire
Chambre d'hôtes Chez Annie;Chambres d'hôtes;;;;19, avenue Saint-Exupéry;Doué-la-Fontaine;49700;DOUE-EN-ANJOU;;49125;47.196187;-0.282132;;;07 83 56 76 58;;;;;;;;;;;;;;;;;;;1;;;2;;;Français;;;;;;;;;47.196187,-0.282132;Maine-et-Loire
Busseau;Chambres d'hôtes;Maison;;;2 avenue des Mabons;;44490;LE CROISIC;;44049;47.28981;-2.52419;;06 84 90 44 87;;;;;;;;;non;;;;;;"Parking;Plain Pied;Terrasse / Balcon";;;;;1;;;;;;Anglais;;;;;;;;;47.28981,-2.52419;Loire-Atlantique
Gîte le Charnacé;Meublés;Maison;;;2 bis rue de Charnacé;;72300;AUVERS-LE-HAMON;;72016;47.903218;-0.3520166;;;;;;;;;;;non;;;non;;WiFi;"Entrée indépendante;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon";Micro ondes,Lave linge;;;Non classé;2;;1;4;73;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);Français;oui;;QUANTIN Magalie||06 70 72 04 10||magalie.quantin@wanadoo.fr;;;;Semaine (meublé)||||||7 jours (Mini  = 1 chambre - Maxi = 2 chambres),Week-end (meublé)||||||2 nuits / 3 jours (Mini  = 1 chambre - Maxi = 2 chambres),Mid-week (meublés)||||||4 nuits / 5 jours (Mini  = 1 chambre - Maxi = 2 chambres);"Chèques bancaires et postaux;Espèces;Virement";47.903218,-0.3520166;Sarthe
Le Couvent des Cordelières B&B & SPA;Chambres d'hôtes;;;;2 Impasse du Couvent;;49340;VEZINS;;49371;47.12008;-0.70992;;09 87 41 23 84;;;;https://www.couvent-des-cordelieres.fr;;;;;;;;non;;Espace bien-être,Local Vélo,WiFi;Parking;;Gîtes de France;3 épis (Gîtes de France);;1;;;4;;Location/prêt de vélo,Tables d'hôtes;Français;;;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||99,00||229,00||;"Chèques Vacances;Espèces";47.12008,-0.70992;Maine-et-Loire
Chambre d'hôtes 2 Le Genetay;Chambres d'hôtes;Maison;;;2 LE GENETAY;;72350;FONTENAY-SUR-VEGRE;;72136;47.9492;-0.1887;;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/chambres-hotes-fontenay-sur-vegre-le-genetay-h72h020292;;;;;non;;;non;;WiFi;"Jardin indépendant;Parking";Equipement bébé,Micro ondes;Gîtes de France;3 épis (Gîtes de France);3 étoiles;2;;;6;45;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Français;;"||||période d ouverture ; voir disponibilité sur planning ;nous pouvons vous recevoir plusieurs jours  de suite||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f123530_fr-.aspx||||||;;1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||70,00||70,00||,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||70,00||70,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.9492,-0.1887;Sarthe
Gîte La Forge;Meublés;Maison;;;2 Les Biais;;53300;COUESMES-VAUCE;;53079;48.4453784;-0.7200201;;;02 43 00 00 78;;;;;;;;non;;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;Non classé;4;;1;10;134;Fourniture de draps (gratuit);"Anglais;Français";oui;01/01/2024||31/12/2024||Arrivée après 16h et départ 9h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||Arrivée après 16h et départ 9h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;non;Airbnb||||||||,Booking||||||||;;"Nuitée (meublé)||130,00||||+15€ par personne et par nuit supplémentaire;3 nuits minimum";"Chèques bancaires et postaux;Espèces;Virement";48.4453784,-0.7200201;Mayenne
Cottage piscine intérieure 2;Meublés;Maison;;;2 Les Petits Bois;;72200;CLERMONT-CREANS;;72084;47.725265;-0.041852;;06 41 06 65 28;;;;;;Tripadvisor||https://www.tripadvisor.fr/23967897;;;oui;10€/séjour;;non;;Parc/jardin,Piscine,Piscine couverte,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon";Micro ondes,Lave linge,Lave vaisselle;;;3 étoiles;1;0;1;5;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage;Français;oui;;;;;;Nuitée (meublé)||||||1/09 au 31/04,Nuitée (meublé)||||||1/05 au 31/05,Nuitée (meublé)||||||1/06 au 31/08;"Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.725265,-0.041852;Sarthe
LES CRINS DE VERDURE LE GRAND BERCAIL;Meublés;Maison;;;2 Lieu-dit La Ville du Bois;;44650;LEGE;;44081;46.8983;-1.53142;;;;;;;;;;;oui;sous conditions;;non;;Parc/jardin;Sanitaires privés;;;;Non classé;3;;1;7;120;;;oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;RENARD||06 08 98 06 92||ameliesaussey@gmail.com;;;;;;46.8983,-1.53142;Loire-Atlantique
