nomoffre,type,typehabitation,adresse1,adresse1suite,adresse2,adresse3,codepostal,commune,cedex,codeinseecommune,latitude,longitude,acces,commmob,commtel,commfax,commmail,commweb,videosurl,plateformeurl,spvideosembed,tripadwidget,animauxacceptes,animauxinfo,labeltourismehandicap,spaccessibilite,spaccueilveloitineraire,equipements,confortimmobilier,confortmobilier,labels,labelsclassement,categorie,capacitenbchambres,capacitenbchambresmobreduite,capacitenbhebergements,capacitenbpersonnes,capacitesurface,services,languesparleesaccueil,ouverturealannee,ouverturegranule,resadirecte,resaenligneouinon,resaenligne,resaagence,tarifs,modepaiement,localisation,departement
Gite Le Vieux Pressoir - Domaine des Bas Prés,Meublés,0,0,0,0,Saint-Georges-des-Sept-Voies,49350.0,GENNES-VAL-DE-LOIRE,0.0,49261,47.355692,-0.319437,0,0,06 61 57 84 36,0,0.0,0,0,0,0,0,0,0,0,0,0,"Parc/jardin,Piscine",Parking,Equipement bébé,0,0,Non classé,0.0,0.0,0.0,4.0,0,Location/prêt de vélo,Allemand;Anglais;Français,0,0,0,0,0,0.0,0,0,"47.355692,-0.319437",Maine-et-Loire
Gîte du Faon,Meublés,Appartement,0,0,1 Chemin la Chevronnière,0,53300.0,AMBRIERES-LES-VALLEES,0.0,53003,48.4447945,-0.6113399,0,07 70 68 54 00,0,0,0.0,0,0,0,0,0,non,0,0,non,0,WiFi,Entrée indépendante;Local vélo;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon,"Equipement bébé,Micro ondes,Lave linge,Sèche linge",0,0,Non classé,1.0,0.0,1.0,2.0,25,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Français,oui,01/01/2025||31/12/2025||Arrivée à partir de 15h00 jusqu'à 21h30. Départ avant 11h00||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,oui,Airbnb||https://www.airbnb.fr/rooms/1118030723739621879?adults=2&search_mode=regular_search&check_in=2024-05-29&check_out=2024-05-31&source_impression_id=p3_1712567820_51vQZNrjfEaEPbq9&previous_page_section_name=1000&federated_search_id=ce00b988-2ce9-49d6-8d59-184957d65f67||||||,0.0,"Nuitée (meublé)||50,00||||",Cartes bancaires,"48.4447945,-0.6113399",Mayenne
L'Annexe du Plessis Bochard,Meublés,Maison,0,0,1 hameau de Bochard,0,53370.0,SAINT-PIERRE-DES-NIDS,0.0,53246,48.3927727,-0.0744726,0,0,0,0,0.0,0,0,0,0,0,non,0,0,non,0,"Piscine,WiFi",Entrée indépendante;Garage;Local vélo;Parking,0,0,0,Non classé,1.0,0.0,1.0,2.0,0,"Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage (gratuit)",Anglais;Français,0,0,0,oui,Airbnb||https://www.airbnb.fr/rooms/50478367/photos?adults=2&location=saint%20pierre%20des%20nids&federated_search_id=5dfb6b3d-4e68-4c19-a778-fcc92a706578&source_impression_id=p3_1638524170_lLG6iGZ3HmlePrrO&guests=1||||||,0.0,0,0,"48.3927727,-0.0744726",Mayenne
L'IMPRÉVU,Chambres d'hôtes,Maison,0,0,1 Le Bois Clair,0,44320.0,SAINT-PERE-EN-RETZ,0.0,44187,47.23929,-2.02947,0,06 65 97 72 19,09 82 41 49 09,0,0.0,http://www.gite-imprevu.com,0,0,0,0,0,0,0,non,"EV1-La Vélodyssée,EV6-La Loire à Vélo",Parc/jardin,Cheminée;Entrée indépendante;Garage,Cheminée,0,0,2 étoiles,2.0,0.0,1.0,4.0,84,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",0,0,01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,Mr Toulouse||09 82 41 49 09||admin@gite-imprevu.com,0,0,0.0,0,0,"47.23929,-2.02947",Loire-Atlantique
Réceptions séjours au Domaine du Plessis Jalesnes,Meublés,Maison,0,0,1 Le Plessis,0,49390.0,VERNANTES,0.0,49368,47.393,0.039814,0,0,06 70 98 34 93,0,0.0,http://www.jalesnes.fr/,0,||https://www.instagram.com/domaineduplessisjalesnes/,0,0,oui,0,0,non,0,"Espace bien-être,Local Vélo,Parc/jardin,Piscine,Piscine couverte,WiFi",Entrée indépendante;Jardin indépendant;Local vélo;Parking;Terrain clos,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,4 étoiles,15.0,0.0,0.0,38.0,740,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Français,0,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,0,Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement,"47.393,0.039814",Maine-et-Loire
DOMAINE DE LA RIMBERTIÈRE,Meublés,Châteaux et demeures de prestige,0,0,1 Lieu-dit La Rimbertière,0,44850.0,SAINT-MARS-DU-DESERT,0.0,44179,47.3669633,-1.4297293,0,06 31 48 63 06,0,0,0.0,0,0,"Facebook||https://www.facebook.com/larimbertiere,Instagram||https://www.instagram.com/larimbertiere/?hl=fr",0,0,non,0,0,non,0,"Parc/jardin,Piscine,WiFi",Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Toilettes séparées,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,En cours de classement,8.0,0.0,0.0,15.0,-1,"Location de draps,Location de linge",0,oui,0,0,0,0,0.0,0,Chèques bancaires et postaux;Espèces;Virement,"47.3669633,-1.4297293",Loire-Atlantique
Gite Clos Romans,Meublés,0,0,0,1 rue de l'Eglise,0,49730.0,PARNAY,0.0,49235,47.231282,0.008839,0,0,06 10 01 61 77,0,0.0,0,0,0,0,0,non,0,0,non,0,0,Parking,"Equipement bébé,Lave linge,Lave vaisselle",Gîtes de France,3 épis (Gîtes de France),Non classé,2.0,0.0,0.0,4.0,52,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Anglais;Français,0,0,0,0,0,0.0,0,0,"47.231282,0.008839",Maine-et-Loire
Chambres d'hôtes Le Jardin de Gobelyne,Chambres d'hôtes,Maison,0,0,1 Rue du Carroil,DRAIN,49530.0,OREE D'ANJOU,0.0,49069,47.3383164,-1.2124072,0,06 70 10 95 14,02 40 98 25 19,0,0.0,0,0,0,0,0,oui,sous conditions,0,non,0,"Parc/jardin,Piscine,WiFi",Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrasse / Balcon,Equipement bébé,"Gîtes de France,Vignobles et découvertes",3 épis (Gîtes de France),0,2.0,0.0,1.0,7.0,0,Tables d'hôtes,0,oui,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||72,00||131,00||chambre Epi d'Or,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||80,00||139,00||chambre Tonnelier,Table d'hôtes||36,00||36,00||tarif adulte/repas, pour les enfants : 10€/repas",Chèques bancaires et postaux;Chèques Vacances,"47.3383164,-1.2124072",Maine-et-Loire
CHAMBRES D'HOTES ESCAPADE GLAMOUR,Chambres d'hôtes,0,0,0,1 Rue du Grand Condé,0,44520.0,MOISDON-LA-RIVIERE,0.0,44099,47.60718,-1.34861,0,06 20 82 62 39,0,0,0.0,www.escapade-glamour.com,0,0,0,0,0,0,0,non,0,"Espace bien-être,WiFi",Terrasse / Balcon,0,0,0,4 étoiles,1.0,0.0,1.0,2.0,0,0,Anglais,0,0,0,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||230,00||270,00||",0,"47.60718,-1.34861",Loire-Atlantique
Gite Entre La Maine et La Loire,Meublés,Maison,0,0,1 rue du Pavillon,Noyant-la-Plaine,49700.0,TUFFALUN,0.0,49003,47.276201,-0.359942,0,0,06 64 08 84 59,0,0.0,0,0,0,0,0,oui,0,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Terrain clos,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",Gîtes de France,2 épis (Gîtes de France),2 étoiles,2.0,0.0,0.0,6.0,0,0,Français,oui,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,oui,||https://www.gites-de-france-anjou.com/fr/location/locations-gites-tuffalun-entre-la-maine-et-la-loire-h49g023185?capacity=1||||||,0.0,||||||Tarif semaine et week-end,Chèques bancaires et postaux;Espèces;Virement,"47.276201,-0.359942",Maine-et-Loire
VILLA 1ÈRE - HABITAT PARTAGE,Meublés,0,0,0,1 Rue Gutenberg,0,44110.0,CHATEAUBRIANT,0.0,44036,47.72059,-1.37721,0,06 62 69 95 84,0,0,0.0,0,0,0,0,0,0,0,0,non,0,WiFi,0,0,0,0,0,4.0,0.0,0.0,8.0,0,0,Anglais,0,0,0,0,0,0.0,"Nuitée (meublé)||34,00||40,00||tarif par nuit et par personne",0,"47.72059,-1.37721",Loire-Atlantique
Gîte La Maison Haute,Meublés,Maison,0,0,1 rue Haute,0,72300.0,JUIGNE-SUR-SARTHE,0.0,72151,47.860882,-0.287147,0,0,02 43 23 84 61,0,0.0,https://www.gites-de-france-sarthe.com/fr/location/locations-gites-juigne-sur-sarthe-la-maison-haute-h72g024282,0,0,0,0,oui,0,0,non,0,WiFi,Jardin indépendant;Parking,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",Gîtes de France,4 épis (Gîtes de France),0,5.0,0.0,0.0,12.0,250,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Français,0,0,0,0,0,0.0,"Nuitée (meublé)||850,00||1300,00||,Semaine (meublé)||1000,00||1800,00||",Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement,"47.860882,-0.287147",Sarthe
VILLA CHEZ PAPOU,Meublés,0,0,0,10 allée Marthe,0,44250.0,SAINT-BREVIN-LES-PINS,0.0,44154,47.20686,-2.15127,0,06 50 65 82 48,0,0,0.0,https://airbnb.com/h/maisonvacanceborddemer,0,0,0,0,0,0,0,0,0,0,Jardin indépendant;Local vélo;Parking;Plain Pied;Terrasse / Balcon,"Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,3 étoiles,5.0,0.0,0.0,11.0,115,0,0,0,01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,"Semaine (meublé)||700,00||700,00||,Week-end (meublé)||400,00||400,00||",Cartes bancaires;Chèques bancaires et postaux,"47.20686,-2.15127",Loire-Atlantique
Gîte de la Noë,Meublés,Maison,0,0,10 Avenue de Scalby Newby,0,44210.0,PORNIC,0.0,44131,47.116653,-2.116102,0,+33675821301,0,0,0.0,0,0,0,0,0,non,0,0,non,0,0,Garage;Jardin indépendant;Parking;Terrain clos;Terrasse / Balcon,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",0,0,0,3.0,0.0,0.0,6.0,100,0,0,oui,||||Ouvert toute l'année.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,||+33675821301||,oui,Gîtes de France||https://www.gites-de-france-loire-atlantique.com/fr/location/locations-gites-pornic-gite-de-la-noe-h44g015560||||02 51 72 95 65||info@gites-de-france-44.fr,0.0,"Semaine (meublé)||785,00||1025,00||",Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement,"47.116653,-2.116102",Loire-Atlantique
Location de vacances - Appartement 4 personnes - Les Marsouins n°1,Meublés,Appartement,0,0,10 boulevard des Marsouins,0,44510.0,LE POULIGUEN,0.0,44135,47.26067,-2.43599,0,06 36 13 28 45,0,0,0.0,0,0,0,0,0,oui,0,0,0,0,0,Jardin indépendant;Parking;Plain Pied;Terrain clos;Terrasse / Balcon,"Equipement bébé,Micro ondes,Lave vaisselle",0,3 épis (Gîtes de France),3 étoiles,1.0,0.0,0.0,3.0,40,"Location de draps,Location de linge",Anglais;Espagnol,0,0,0,0,0,0.0,0,Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement,"47.26067,-2.43599",Loire-Atlantique
Gîte Il était une fois chez moi La Maison de Tante Marie,Meublés,Maison,0,0,10 route de Nantes,0,44430.0,LE LOROUX-BOTTEREAU,0.0,44084,47.2381771,-1.3521161,0,06 51 02 09 91,0,0,0.0,http://www.iletaitunefoischezmoi.fr/,0,0,0,0,non,0,0,non,EV6-La Loire à Vélo,"Parc/jardin,WiFi",Entrée indépendante;Jardin indépendant;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle","Accueil Vélo,La Loire à vélo,Vignobles et découvertes",0,Non classé,2.0,0.0,1.0,4.0,70,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Anglais;Français,oui,0,0,0,0,0.0,"||90,00||150,00||",Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement,"47.2381771,-1.3521161",Loire-Atlantique
Les Nuits du Lys (2 personnes),Meublés,0,0,0,10 Rue Charbonnière,VIHIERS,49310.0,LYS-HAUT-LAYON,0.0,49373,47.14521,-0.53752,0,0,07 83 76 70 46,0,0.0,0,0,0,0,0,0,0,0,non,0,WiFi,0,Micro ondes,0,0,Non classé,1.0,0.0,0.0,2.0,15,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location de draps,Location de linge",0,0,01/01/2024||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,"Semaine (meublé)||380,00||||,Mid-week (meublés)||210,00||||",0,"47.14521,-0.53752",Maine-et-Loire
Chambres d'hôtes Le Puy à Vins,Chambres d'hôtes,Maison,0,0,10 rue des hôtels,0,49260.0,LE PUY-NOTRE-DAME,0.0,49253,47.125371,-0.234766,0,0,02 41 03 53 32,0,0.0,https://www.lepuyavins.fr/,0,"||https://www.facebook.com/LePuyaVins,||https://www.instagram.com/lepuyavins49/",0,0,oui,"Animaux acceptés, sur demande préalable.",0,non,0,WiFi,Toilettes séparées,Equipement bébé,Chambre d'hôtes référence,0,0,3.0,0.0,0.0,8.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Français,0,"01/06/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,"||||||Tarif pour une nuit, pour 2 personnes, petit-déjeuner inclus.,||||||Tarif par adulte par nuit.",Cartes bancaires;Espèces,"47.125371,-0.234766",Maine-et-Loire
Gite du Vigneron,Meublés,0,0,0,10 rue des Rogelins,0,49400.0,VARRAINS,0.0,49362,47.22078,-0.06452,0,0,06 73 70 76 94,0,0.0,http://www.legite-duvigneron.fr,0,0,0,0,0,0,0,non,0,0,Parking,"Cheminée,Micro ondes,Lave vaisselle",0,0,2 étoiles,3.0,0.0,0.0,8.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage,Nettoyage (gratuit)",Français,0,0,0,0,0,0.0,0,Chèques bancaires et postaux;Espèces;Virement,"47.22078,-0.06452",Maine-et-Loire
Les Gites du Bioparc – Le Nid adapté PMR,Meublés,0,0,0,103 rue de Cholet,Doué-la-Fontaine,49700.0,DOUE-EN-ANJOU,0.0,49125,47.190592,-0.299513,0,0,07 87 23 90 20,0,0.0,https://www.bioparc-zoo.fr,0,0,0,0,non,0,0,non,0,"Climatisation,Parc/jardin,WiFi",Jardin indépendant;Parking;Plain Pied;Terrain clos,"Micro ondes,Lave vaisselle",0,0,3 étoiles,2.0,0.0,0.0,4.0,35,Fourniture de draps (gratuit),Anglais;Français,non,28/03/2025||12/11/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,oui,||https://www.bioparc-zoo.fr/hebergements-gites/||||||,0.0,"||||||Location possible à la nuitée. A partir de,||||||A partir de",0,"47.190592,-0.299513",Maine-et-Loire
Les Gites du Bioparc – Le Grand Nid,Meublés,0,0,0,103 rue de Cholet,Doué-la-Fontaine,49700.0,DOUE-EN-ANJOU,0.0,49125,47.191726,-0.30012,0,0,07 87 23 90 20,0,0.0,https://www.bioparc-zoo.fr,0,0,0,0,non,0,0,non,0,"Climatisation,Parc/jardin,WiFi",Jardin indépendant;Parking;Plain Pied;Terrain clos,"Micro ondes,Lave vaisselle",0,0,3 étoiles,3.0,0.0,0.0,6.0,90,Fourniture de draps (gratuit),Anglais;Français,non,28/03/2025||12/11/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,oui,||https://www.bioparc-zoo.fr/hebergements-gites/||||||,0.0,"||||||Réservation de 2 nuits minimum. A partir de,||||||A partir de",0,"47.191726,-0.30012",Maine-et-Loire
Chambres d'hôtes de Christelle Nicolas,Chambres d'hôtes,0,0,0,104 chemin des Manières,0,49400.0,SAUMUR,0.0,49328,47.279539,-0.14865,0,0,06 04 47 53 84,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,0,Français,0,0,0,0,0,0.0,0,0,"47.279539,-0.14865",Maine-et-Loire
CHAMBRE D'HOTES LA GRENOUILLERE,Chambres d'hôtes,Maison,0,0,106 le Clos Papin,0,44310.0,SAINT-PHILBERT-DE-GRAND-LIEU,0.0,44188,47.0278,-1.64992,0,0,02 40 76 51 00,0,0.0,0,0,0,0,0,oui,Sous conditions,0,non,0,"Parc/jardin,Plan d'eau,WiFi",Entrée indépendante;Parking;Plain Pied;Sanitaires privés;Toilettes séparées,Micro ondes,0,0,Non classé,1.0,0.0,1.0,4.0,50,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Français,oui,0,Patricia Rouault||02 40 76 51 00|| patrouault@yahoo.fr,0,0,0.0,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||||||70€,Chèques bancaires et postaux;Espèces;Virement,"47.0278,-1.64992",Loire-Atlantique
Chambres d'hôtes La Folière,Chambres d'hôtes,0,0,0,106 rue de la folie,0,49400.0,VILLEBERNIER,0.0,49374,47.269579,-0.011511,0,0,06 74 07 43 42,0,0.0,https://la-foliere.fr/,0,0,0,0,non,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,7.0,0,0,Allemand;Anglais;Français,0,0,0,0,0,0.0,0,0,"47.269579,-0.011511",Maine-et-Loire
GITE LE LOGIS DE RUFFIGNE,Meublés,Maison,0,0,11 bis Rue du Muguet,0,44660.0,RUFFIGNE,0.0,44148,47.7574059,-1.4960245,0,06 74 73 67 61,02 40 28 99 75,0,0.0,0,0,0,0,0,oui,maximum 1 chien avec supplément de 10 euros pour le séjour,0,non,0,"Parc/jardin,WiFi",Terrasse / Balcon,"Equipement bébé,Lave linge,Lave vaisselle",0,0,0,5.0,3.0,1.0,10.0,180,Fourniture de draps (gratuit),0,oui,0,0,0,0,0.0,"Semaine (meublé)||680,00||850,00||,Mid-week (meublés)||410,00||463,00||2 nuits minimum",0,"47.7574059,-1.4960245",Loire-Atlantique
Chambres d'hôtes Le Verger B&B,Chambres d'hôtes,Maison,0,0,11 Lotissement du Domaine des Erables,Le Verger,53120.0,GORRON,0.0,53107,48.4085547,-0.8247014,0,06 23 00 05 96,0,0,0.0,0,0,"Facebook||https://www.facebook.com/vergergorron/,Instagram||https://www.instagram.com/levergerbb/",0,0,non,0,0,non,0,"Parc/jardin,WiFi",Local vélo;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,Equipement bébé,0,0,Non classé,1.0,0.0,1.0,2.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Français;Néerlandais,oui,"01/01/2024||31/12/2024||Arrivée de 18h à 21h. Départ à 10h30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||Arrivée de 18h à 21h. Départ à 10h30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,oui,Booking||https://www.booking.com/hotel/fr/le-verger-gorron.fr.html||||||,0.0,"1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||68,00||||Possibilité de réserver sans le petit déjeuner,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||76,00||||Possibilité de réserver sans le petit déjeuner",Chèques bancaires et postaux;Espèces,"48.4085547,-0.8247014",Mayenne
La Maison Saint Louis (6 personnes),Meublés,0,0,0,11 Rue de l'Ancien Hôpital,0,49300.0,CHOLET,0.0,49099,47.05958,-0.88317,0,06 27 42 23 86,0,0,0.0,http://www.ausaintmartin.fr,0,0,0,0,0,0,0,non,0,WiFi,0,Micro ondes,0,0,Non classé,0.0,0.0,0.0,6.0,25,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location de draps,Location de linge",0,0,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,0,0,"47.05958,-0.88317",Maine-et-Loire
Les Gites du Domaine des Moizons,Village locatif,0,0,0,11 rue des Moizons,0,49400.0,VILLEBERNIER,0.0,49374,47.260595,-0.009234,0,0,07 71 04 43 62,0,0.0,https://www.domainedesmoizons.fr/,0,||https://www.facebook.com/profile.php?id=61558705921623,0,0,oui,Sur demande préalable auprès des propriétaires.,0,non,0,WiFi,Parking;Terrain clos,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",Clévacances,3 clés (Clévacances),3 étoiles,4.0,0.0,0.0,10.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Français,0,01/05/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,oui,||https://www.domainedesmoizons.fr/reservation-en-ligne.html||||||,0.0,0,Cartes bancaires;Espèces;Virement,"47.260595,-0.009234",Maine-et-Loire
Gite L'annexe Tire-Mouche,Meublés,Maison,0,0,11 rue du Bellay,0,49260.0,LE COUDRAY-MACOUARD,0.0,49112,47.196,-0.12113,0,0,06 66 54 05 70,0,0.0,0,0,||https://fr-fr.facebook.com/pages/category/Local-Business/Lannexe-Tire-Mouche-1405682373074662/,0,0,non,0,0,non,0,Parc/jardin,Entrée indépendante;Parking;Toilettes séparées,"Equipement bébé,Micro ondes,Lave linge",0,0,Non classé,1.0,0.0,0.0,3.0,25,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Français,0,01/01/2019||31/12/2019||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,0,Chèques bancaires et postaux;Espèces;Virement,"47.196,-0.12113",Maine-et-Loire
Votre chez vous,Meublés,"Appartement,Maison",0,0,11 rue du Bran,0,44160.0,CROSSAC,0.0,44050,47.4144,-2.17056,0,0,06.60.70.23.46,0,0.0,0,0,0,0,0,oui,0,0,0,0,0,Jardin indépendant;Parking;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,3 étoiles,2.0,0.0,0.0,3.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",0,0,0,0,0,0,0.0,"Semaine (meublé)||400,00||900,00||",0,"47.4144,-2.17056",Loire-Atlantique
Gite du Lavoir,Meublés,0,0,0,11 rue du Lavoir,0,49700.0,DENEZE-SOUS-DOUE,0.0,49121,47.252957,-0.265185,0,0,02 41 59 19 72,0,0.0,http://legitedulavoir.wifeo.com,0,0,0,0,oui,0,0,non,0,0,Entrée indépendante;Terrain clos,"Micro ondes,Lave vaisselle",Gîtes de France,2 épis (Gîtes de France),2 étoiles,1.0,0.0,0.0,5.0,70,0,Français,oui,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,0,Chèques bancaires et postaux;Virement,"47.252957,-0.265185",Maine-et-Loire
Gite Montreuillais – Logis de la Porte Saint-Jean,Meublés,0,0,0,118 rue de la Porte Saint-Jean,0,49260.0,MONTREUIL-BELLAY,0.0,49215,47.128376,-0.15787,0,0,06 77 00 13 84,0,0.0,https://logis-de-la-porte-saint-jean.fr/,0,||https://www.facebook.com/profile.php?id=100083012810746,0,0,non,0,0,0,0,0,Entrée indépendante,0,0,0,Non classé,3.0,0.0,0.0,6.0,120,Location de linge,Anglais;Français,0,0,0,0,0,0.0,0,Virement,"47.128376,-0.15787",Maine-et-Loire
Gite Les Perdrielles,Meublés,Maison,0,0,119 rue des Perdrielles,0,49590.0,FONTEVRAUD-L'ABBAYE,0.0,49140,47.1871,0.04771,0,0,06 02 24 96 66,0,0.0,0,0,0,0,0,non,0,0,non,0,Parc/jardin,Parking,"Equipement bébé,Micro ondes,Lave linge",0,0,Non classé,3.0,0.0,0.0,6.0,125,"Location de linge,Option nettoyage",Allemand;Anglais;Français,oui,0,0,0,0,0.0,0,Chèques bancaires et postaux;Chèques Vacances;Espèces,"47.1871,0.04771",Maine-et-Loire
Gite Saumur Le Pigeonnier,Meublés,Maison,0,0,12 chemin de la Chauvière,0,49260.0,EPIEDS,0.0,49131,47.154575,-0.018282,0,0,06 12 87 21 35,0,0.0,https://gite-saumur-le-pigeonnier.fr/,0,0,0,0,non,0,0,non,0,"Borne de recharge pour véhicules électriques,Local Vélo,Parc/jardin,WiFi",Jardin indépendant;Local vélo;Parking,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",0,0,3 étoiles,1.0,0.0,0.0,3.0,75,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage",Anglais;Français,oui,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,"||60,00||80,00||Fourchette de tarifs en fonction des périodes de l'année, haute ou basse saison, ou encore vacances scolaires. Tarifs indiqués pour 2 personnes. Contacter la propriétaire pour plus de précision.,||400,00||500,00||",Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement,"47.154575,-0.018282",Maine-et-Loire
Chambres d'hôtes l'écureuil gourmand,Chambres d'hôtes,Maison,0,0,12 Rue des Deux Haies,Saint-Martin-du-Bois,49500.0,SEGRÉ-EN-ANJOU BLEU,0.0,49331,47.7067082,-0.7470843,0,06 25 07 45 91,0,0,0.0,0,0,0,0,0,non,0,0,non,0,WiFi,Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon,Cheminée,0,0,Non classé,1.0,0.0,1.0,2.0,19,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Anglais;Espagnol;Français,oui,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",||06 25 07 45 91||gh.hubert@orange.fr,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||75,00||75,00||,Taxe de séjour / nuit / pers||0,50||0,50||Taxe de séjour appliquée du 1er janvier au 31 décembre",Chèques bancaires et postaux;Espèces,"47.7067082,-0.7470843",Maine-et-Loire
